rss,cr,ballistic_phase10_deg,n,bx_gse_mean,bmag_mean,pfss_equator_signed_mean,pfss_global_signed_mean,omni_radial_polarity_proxy,pfss_equator_polarity_proxy,pfss_global_polarity_proxy
2.0,2290,150.0,34,5.417647074250614,7.520588229684269,0.36185127212384566,0.23311855665890047,-1.0,1.0,1.0
2.0,2290,160.0,27,6.199999977041174,8.87037037037037,0.39864225795787767,0.25038338757069895,-1.0,1.0,1.0
2.0,2290,170.0,7,5.6000000068119595,11.085714067731585,0.29764653853133455,0.20315333469681734,-1.0,1.0,1.0
2.0,2290,180.0,24,4.308333327372869,10.325000007947287,0.16056444515007312,0.1376815018304515,-1.0,1.0,1.0
2.0,2290,190.0,16,-4.343749973922968,6.918749958276749,-0.06257987458566239,0.02410515454870852,1.0,-1.0,1.0
2.0,2290,200.0,21,-4.066666631471543,6.947619029453823,-0.22206856733404082,-0.06788497567748551,1.0,-1.0,-1.0
2.0,2290,210.0,16,-4.837500035762787,8.143749982118607,-0.3631011043541877,-0.16072018049135448,1.0,-1.0,-1.0
2.0,2290,220.0,32,-1.0968749995809048,4.3249999806284904,-0.5045975264983441,-0.25917945932459585,1.0,-1.0,-1.0
2.0,2290,230.0,28,0.4928571339696646,4.535714277199337,-0.6104991909023794,-0.3264417245349459,-1.0,-1.0,-1.0
2.0,2290,240.0,11,0.5181818225167014,14.00000017339533,-0.697143392247565,-0.3754690381408113,-1.0,-1.0,-1.0
2.0,2290,250.0,13,-1.9692307527248676,13.846153919513409,-0.7093302134816047,-0.37656764303052626,1.0,-1.0,-1.0
2.0,2290,260.0,19,-3.557894786329646,10.210526365982858,-0.6587806481445678,-0.33981474381857857,1.0,-1.0,-1.0
2.0,2290,270.0,13,-4.738461531125582,9.376923084259033,-0.5556112379638125,-0.2724524070475975,1.0,-1.0,-1.0
2.0,2290,280.0,29,-2.1517241358243187,5.631034464671694,-0.3941742665122098,-0.1765029107554132,1.0,-1.0,-1.0
2.0,2290,290.0,24,-1.8625000218550365,4.729166666666667,-0.23767538625997475,-0.09221218541186815,1.0,-1.0,-1.0
2.0,2290,300.0,10,-5.259999990463257,9.189999961853028,-0.025016493582092996,0.00477583112525664,1.0,-1.0,1.0
2.0,2290,310.0,8,-4.662499971687794,7.9374998807907104,0.057675957674446984,0.0267678443755286,1.0,1.0,1.0
2.0,2290,320.0,40,-3.349999988079071,6.752499973773956,0.05411170133744188,0.00899693077034428,1.0,1.0,1.0
2.0,2290,330.0,8,-3.3750000055879354,10.324999928474426,-0.02563931179504321,-0.04658842161189562,1.0,-1.0,-1.0
2.0,2290,340.0,17,-2.4823529334629284,9.341176397660199,-0.17445369761816557,-0.1257956918307882,1.0,-1.0,-1.0
2.0,2290,350.0,7,-2.757142867360796,5.9571428298950195,-0.3023516501654395,-0.18168070872325076,1.0,-1.0,-1.0
